1	7.72768493328151
2	19.6204171524809
3	33.0450835600466
4	40.8472600077730
5	46.7839098328799
6	50.0906853219329
7	52.7723798419484
8	55.9398885866045
9	55.9657986785853
10	56.5520145096515
11	56.7074750615365
12	56.8758906594118
13	56.8596968519238
14	56.5261044176707
15	56.5066718486851
16	56.5552532711491
17	55.9949475320637
18	55.7520404197435
19	55.3925378935095
20	55.0168415597875
21	54.6314289415727
22	54.3755667832621
23	54.1909573778987
24	54.1358984324394
25	53.5723539318565
26	53.3002979660578
27	53.2160901671201
28	53.2128514056225
29	53.0768234227232
30	52.8242000259101
31	52.6493069050395
32	52.7173208964892
33	52.6395906205467
34	52.4906075916569
35	52.3092369477912
36	52.3221919937816
37	52.2638942868247
38	51.8622878611219
39	51.6096644643089
40	51.4347713434383
41	51.3084596450317
42	51.3959062054670
43	51.2566394610701
44	51.2015805156108
45	51.1724316621324
46	51.0234486332427
47	50.9198082653194
48	50.7643477134344
49	50.4890529861381
50	50.2752947272963
