1	9.36325948957119
2	24.5271408213499
3	32.5139266744397
4	42.0553180463791
5	49.4526493069050
6	53.1966575981345
7	57.0086798808136
8	59.1203523772509
9	60.3154553698666
10	61.9154035496826
11	63.2011918642311
12	64.0270760461200
13	64.3995336183443
14	64.7590361445783
15	64.9857494494106
16	65.3322969296541
17	65.3808783521182
18	65.4553698665630
19	65.5201450965151
20	65.5654877574816
21	65.5331001425055
22	65.4942350045343
23	65.5169063350175
24	65.7695297318305
25	65.7533359243425
26	65.7922010623138
27	65.7986785853090
28	65.7857235393186
29	65.8634538152610
30	65.9055577147299
31	66.3233579479207
32	66.1873299650214
33	66.0998834045861
34	66.1387485425573
35	66.1387485425573
36	66.1678973960358
37	66.2488664334758
38	66.0545407436196
39	66.0286306516388
40	66.0998834045861
41	66.2844928099495
42	66.1678973960358
43	66.2423889104806
44	66.2747765254567
45	66.0448244591268
46	66.1840912035238
47	66.1711361575334
48	66.1614198730405
49	65.9897655136676
50	66.0286306516388
